# mc delta_mc R14 log_alpha_dyn log_f_disk theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.185949437028935627e+00 2.037786398573272484e-01 1.736846128771560416e+01 5.658455904751937826e-01 -1.350868957386349489e+00 5.838849114858225775e+00 2.881234566897794905e-02 2.281449406022795570e-02 5.031442991174724710e+00 2.329404525778863005e-02 1.482170897152307321e-01 2.687003978876548876e-02 1.482170897152307321e-01 -6.066145754296712767e+00 -2.156190508150482188e+00 2.128972044601108848e+01 3.814242131829827473e-06
1.185978344168359566e+00 2.104893431059342568e-01 1.728801177295424907e+01 3.853142973291076023e-01 -1.365983411925022484e+00 5.763628414923775978e+00 3.357470024771733175e-02 1.785047191726341770e-02 6.433156952814404583e+00 2.003875876441858425e-02 1.472074937337400913e-01 2.588058221849120349e-02 1.472074937337400913e-01 -2.252029940038880795e+00 -2.195402138104580292e+00 2.128972044601108848e+01 1.662755204925827528e-04
1.185945069734226420e+00 1.900376716002343536e-01 1.780145614439224389e+01 1.327987099628602952e+00 -1.360446272720339689e+00 5.561916316964488516e+00 3.070161482804857969e-02 2.889716766894160661e-03 1.648429056984759278e+00 1.907035455100269949e-02 1.478011265223834192e-01 2.721061892209174563e-02 1.478011265223834192e-01 -3.762608921484115854e+00 -2.321351497225986105e+00 2.128972044601108848e+01 3.236630245572717242e-05
1.185969491073515680e+00 2.036650025945118958e-01 1.769833481175870560e+01 6.469495452565841020e-01 -1.375973017425850875e+00 5.631118143238317053e+00 2.561694595981345995e-02 2.605134284239012110e-02 1.549336865804160857e+00 1.928688412502591390e-02 1.452162546536512888e-01 2.628306345694441520e-02 1.452162546536512888e-01 -1.655155915429475044e+00 -2.274762993738152606e+00 2.128972044601108848e+01 2.789853700788547000e-04
1.185974790300191595e+00 2.115292414084346539e-01 1.743148951218083198e+01 4.093319321679781408e-01 -1.360078068934344131e+00 5.413252418426467649e+00 3.384684829601243561e-02 1.636908504115649685e-02 6.161746140176376230e+00 1.964857118886720669e-02 1.455621213562483529e-01 2.667892935406064592e-02 1.455621213562483529e-01 -3.456605150195059650e+00 -2.396832548095537252e+00 2.128972044601108848e+01 4.075752781694228936e-05
1.185971333299407737e+00 2.045198339499337270e-01 1.757056774207693550e+01 5.653570387586079882e-01 -1.358468459025853337e+00 5.505725533459341570e+00 2.381954681210648322e-02 2.985936466229725111e-02 9.371333339369944948e-01 1.948384036170511951e-02 1.461518139981914377e-01 2.701406554421454873e-02 1.461518139981914377e-01 -1.118063906835857324e+00 -2.346709056124461235e+00 2.128972044601108848e+01 4.442134942014616520e-04
1.185982061935074938e+00 2.051851446296145132e-01 1.701497815977402439e+01 3.791420207753592453e-01 -1.342199167996766862e+00 5.463149556567532095e+00 3.413276292677522999e-02 1.382322883470981159e-02 7.464585594263816404e+00 2.067478165987608058e-02 1.512436110757255925e-01 2.635303427086887681e-02 1.512436110757255925e-01 -2.153762063671535998e+00 -2.371079154840133096e+00 2.128972044601108848e+01 1.538898418986269748e-04
1.185939346341473133e+00 2.171684989746998917e-01 1.791183638052853411e+01 4.770228680766455120e-01 -1.365131486378099002e+00 4.545178016699084722e+00 2.895957367832914173e-02 2.674793805809118699e-02 3.299404244411848985e+00 1.820119311275460172e-02 1.395418802274391856e-01 2.785030401239659351e-02 1.395418802274391856e-01 -9.349115307617012149e+00 -2.915388004939538202e+00 2.128972044601108848e+01 6.697572357606949438e-08
1.185950144025003317e+00 2.100648350664501007e-01 1.769943954423925447e+01 5.474311572528482994e-01 -1.373535148961440466e+00 5.915713492014686992e+00 3.052907138121207023e-02 2.035738715338474697e-02 2.111868808122564722e+00 2.024815685995912107e-02 1.434732162586359605e-01 2.657984463922602458e-02 1.434732162586359605e-01 -3.540986219139995228e+00 -2.109507072234033664e+00 2.128972044601108848e+01 4.992814946543360795e-05
1.185960343442001852e+00 2.132555437955964972e-01 1.795987884885723673e+01 5.829191565876625791e-01 -1.384550398747260047e+00 5.406755013880399474e+00 3.024925598681782804e-02 2.219920226528040302e-02 6.536991295472174279e+00 1.864127891971642179e-02 1.402339482778343083e-01 2.667765627524377667e-02 1.402339482778343083e-01 -6.103248435545083339e-01 -2.399715073632428197e+00 2.128972044601108848e+01 6.999706008906833024e-04
