# mc delta_mc R14 log_alpha_dyn log_f_disk beta_phi theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186506524541951046e+00 3.864578243368555488e-01 1.590404310912466812e+01 -5.931880005955111335e-01 -1.354017877593874930e+00 -7.955570827490177077e-01 5.637152086747083679e+00 1.502114537565921691e-02 5.917005792727958284e-03 4.704797486888562474e+00 1.918470466933153498e-02 1.467305903727253169e-01 2.635785946634862723e-02 1.467305903727253169e-01 -7.718658447265625000e-01 -3.513869508503808081e+00 1.477175290103884997e+01 1.693724181675090737e-04
1.186045086221083400e+00 3.873153767235574807e-01 1.390772219718705749e+01 -6.159957146251109350e-01 -1.258800690723855142e+00 -8.706988788613195807e-02 5.196234068770935188e+00 5.981295577018333476e-03 6.616050999881788533e-03 3.892956742293965711e+00 1.868996976450261124e-02 1.445595089262453614e-01 2.574232684372664004e-02 1.445595089262453614e-01 -2.532623291015625000e+00 -3.770523773454220517e+00 1.477175290103884997e+01 2.252640635831888545e-05
1.185824813042118508e+00 3.528360382616909652e-01 1.608808246781243767e+01 -5.440921294688889631e-01 -1.365052902517663647e+00 -4.354845321875753239e-01 5.689626086627443513e+00 1.097462645756628642e-02 3.020527709834518876e-02 1.038964351177436463e+01 1.686125909377793330e-02 1.378942083269746877e-01 2.560572846200629901e-02 1.378942083269746877e-01 -2.982574462890625000e+00 -3.518914251483511890e+00 1.477175290103884997e+01 1.847367206931349457e-05
1.185607081060194412e+00 2.528497539157787410e-01 1.749355183058350605e+01 4.796618340671909841e-03 -1.375789000746683310e+00 -2.971582302134412323e-02 6.008465837517086960e+00 1.340387261977923558e-02 2.413852071342494771e-02 1.787113953451957782e+00 1.781835821452663546e-02 1.343455791447634162e-01 2.679416423209081063e-02 1.343455791447634162e-01 -3.266204833984375000e+00 -3.418883476203765426e+00 1.477175290103884997e+01 1.537506423036476502e-05
1.186374633546555923e+00 5.035078391004149667e-01 1.330483822706308317e+01 -8.072124821944755002e-01 -1.275808873038375646e+00 -5.523638986238310622e-01 5.325189928436365072e+00 2.908247719489396796e-02 1.308300747696438879e-02 1.287369000355875093e+00 2.254042435543477871e-02 1.516663439762755972e-01 2.562668912908522625e-02 1.516663439762755972e-01 -3.598266601562500000e+00 -3.538394631786445643e+00 1.477175290103884997e+01 9.788165639098953905e-06
1.186650002378641044e+00 4.185464883158245275e-01 1.369099474553060958e+01 -6.086302794101690061e-01 -1.230489513871340757e+00 -1.466105071736094057e-01 5.392551878550333022e+00 5.657128947562212705e-03 1.629619981340631185e-02 4.363342891079974528e+00 2.271332476951823734e-02 1.427981785400165848e-01 2.756145670360584873e-02 1.427981785400165848e-01 -4.809219360351562500e+00 -3.618466515551649554e+00 1.477175290103884997e+01 2.691636641596287079e-06
1.186222054351880217e+00 5.722441118903280888e-01 1.088375484677431793e+01 -9.440514706342917339e-01 -1.137838648658652696e+00 1.078546530661530500e+00 5.768712547181467087e+00 3.771098727003765853e-03 3.413609077782709528e-02 4.193580004968916697e+00 1.947369571114734507e-02 1.454679447772402323e-01 2.582127373255831138e-02 1.454679447772402323e-01 -1.193801879882812500e+00 -3.156938706755267443e+00 1.477175290103884997e+01 1.587125516486595945e-04
1.186407056490266676e+00 4.285982468980721327e-01 1.649305077661383478e+01 -6.444132835876226206e-01 -1.363458451500708213e+00 -1.580778122231761840e+00 5.656358160022527670e+00 7.949810895326304278e-03 2.697713787675008398e-02 9.488682118636328156e+00 2.205912627105181475e-02 1.456396080742287658e-01 2.781860124915494503e-02 1.456396080742287658e-01 -4.629379272460937500e+00 -3.453468685661233994e+00 1.477175290103884997e+01 3.799947851446130847e-06
1.186213294586189848e+00 2.869999719542350447e-01 1.630275165053127040e+01 -2.957485160163026428e-01 -1.333766484285433318e+00 -3.674124441507431449e-02 5.169250231057298528e+00 2.459159152522557082e-02 5.258217827569835719e-04 7.049538456011987364e+00 1.707118272375187165e-02 1.367195046020013849e-01 2.672860634361925655e-02 1.367195046020013849e-01 -2.592803955078125000e+00 -3.878264477268924981e+00 1.477175290103884997e+01 1.904428143007179505e-05
1.185675319960931340e+00 3.787578044856245718e-01 1.257595573962874091e+01 -5.785290853224434038e-01 -1.148273080254610612e+00 5.082730359019805855e-01 5.510895783919297131e+00 1.405806010005825404e-02 5.159892112426422463e-03 6.405804399547574413e+00 1.862399742196356109e-02 1.359201494641805452e-01 2.585821028606875502e-02 1.359201494641805452e-01 -1.009506225585937500e+00 -3.595708468719602369e+00 1.477175290103884997e+01 1.230536706748974025e-04
