# mc delta_mc R14 log_alpha_dyn log_f_disk beta_phi theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.187444410081380353e+00 7.213806041134648850e-02 1.897566468956358321e+01 1.549300102810603263e+00 -8.354842435378975196e-01 1.411839314561882386e-01 5.401588430413598374e+00 2.967929894097701138e-02 1.743129140831755491e-02 8.469407004376250825e+00 2.157844452245253827e-02 1.488463439393480636e-01 2.580636408691279124e-02 1.488463439393480636e-01 -1.956497192382812500e+00 -3.549685632786647282e+00 1.353159261583332729e+01 2.012632219861928628e-05
1.187118511309543711e+00 1.722498365933029449e-02 1.706543058499478960e+01 1.435874846193516241e+00 -8.249061750266571957e-01 4.123386672362061578e-01 5.766211179230923634e+00 2.492627311739230994e-02 6.428284153439312726e-03 4.787985729614562480e+00 2.170203011058225231e-02 1.444603721374563554e-01 2.639684604833156256e-02 1.444603721374563554e-01 -1.559234619140625000e+00 -3.345607492902058056e+00 1.353159261583332729e+01 3.672175040448331929e-05
1.186661030485579360e+00 7.082370934892578962e-02 2.008604753893724038e+01 1.617839783168079748e+00 -8.312952756493048323e-01 2.391421862524836517e-01 5.716391410884360091e+00 1.883811274028575691e-02 2.272521576641373803e-02 1.043663610149580645e+00 1.957248596072809835e-02 1.356508235814327945e-01 2.607027141673216517e-02 1.356508235814327945e-01 -1.159515380859375000e+00 -3.368729289367860869e+00 1.353159261583332729e+01 5.351525082339566171e-05
1.185775226595505938e+00 1.795988260116176405e-01 1.371658974054431646e+01 5.429569695274857333e-01 -7.988497474423791322e-01 6.780767935025165949e-01 5.528175644002446099e+00 8.720672255351764532e-03 1.181937147118023151e-03 4.514867811230827144e-01 1.878439989696954748e-02 1.407658992852581226e-01 2.632045009107031319e-02 1.407658992852581226e-01 -1.788482666015625000e-01 -3.444409994177615619e+00 1.353159261583332729e+01 1.322842590524687489e-04
1.186999430253732557e+00 4.611054662645017914e-04 2.510186894350336928e+01 2.198108717908695553e+00 -8.314210567080492220e-01 -2.527368356484660517e-01 5.004728408986779620e+00 2.675976462748166917e-02 6.585708325843397416e-03 3.036715823120105462e+00 2.071489675354950058e-02 1.501473080651165026e-01 2.608324953607344190e-02 1.501473080651165026e-01 -3.737335205078125000e+00 -3.791212164584166100e+00 1.353159261583332729e+01 2.663561070997066437e-06
1.186382622002659426e+00 1.920736953258800339e-02 1.955278532432106786e+01 1.657278194211584399e+00 -8.177319969982714820e-01 1.027172618466590803e-01 5.835948196244092223e+00 1.611863126039313199e-02 1.689841992489404809e-02 1.377783026774942021e+00 2.076829158542659731e-02 1.511538332656472139e-01 2.689530013513736009e-02 1.511538332656472139e-01 -2.582885742187500000e+00 -3.306533270190968210e+00 1.353159261583332729e+01 1.371914542085042921e-05
1.186307641526691548e+00 2.866530039329772128e-01 1.391443209522691760e+01 -5.297813759629305119e-01 -7.751850393808826789e-01 3.203097328927169141e-01 5.947225312479305082e+00 1.469882814516479223e-02 1.990817291869988875e-03 7.482705737050971528e+00 2.095830709300802383e-02 1.452334081832552803e-01 2.550609592265491027e-02 1.452334081832552803e-01 -2.528381347656250000e+00 -3.141349884334686315e+00 1.353159261583332729e+01 1.708977127764921871e-05
1.186180444029819370e+00 9.743682083276995753e-02 2.487953989103304409e+01 2.026093218872075497e+00 -8.206976694340136769e-01 -2.237660780157131046e-01 5.507499877266641697e+00 1.298607931987078370e-02 2.695354772956862557e-02 9.092766271218238217e+00 1.997995598993343100e-02 1.403761526386984593e-01 2.673297588559127302e-02 1.403761526386984593e-01 -2.021636962890625000e-01 -3.483943269211045912e+00 1.353159261583332729e+01 1.242262351303165431e-04
1.186435715952855352e+00 1.411094338614201082e-01 2.554390204435670242e+01 1.937083509462684594e+00 -8.407193105431026714e-01 -5.608706804515545263e-01 5.724280558501765093e+00 1.312814068254838451e-03 3.070384106183229184e-02 7.488337484981821390e+00 2.042205492790400562e-02 1.509084352831513987e-01 2.552704655093824063e-02 1.509084352831513987e-01 -2.302337646484375000e+00 -3.346312006987332222e+00 1.353159261583332729e+01 1.745387508938498202e-05
1.187459740648622697e+00 1.511360572875188324e-01 2.718447406236037267e+01 2.043705245510603064e+00 -8.237350458549894672e-01 -5.535688331469750256e-01 5.451452948766717377e+00 1.098137766379745500e-02 1.229744831336083283e-02 6.845842744049638107e+00 2.030028638566157631e-02 1.392684412222772450e-01 2.654688513027827351e-02 1.392684412222772450e-01 -4.837188720703125000e-01 -3.499137288941762236e+00 1.353159261583332729e+01 9.232871374400065717e-05
1.186002580958537278e+00 2.134373438705035042e-01 2.174446576526533192e+01 1.102651773161562598e+00 -8.252404240686425085e-01 -3.728670672886359450e-01 5.784258946736029472e+00 2.364568902625938801e-02 3.634956966654558867e-03 1.638349465334594912e+00 2.057686339691909214e-02 1.349416125864889571e-01 2.642036965505785082e-02 1.349416125864889571e-01 -2.653610229492187500e+00 -3.280684111252635482e+00 1.353159261583332729e+01 1.311710370404713828e-05
1.186667839656398105e+00 1.848638114073611338e-01 2.855431593590793682e+01 1.966662007855510819e+00 -8.269936909627342292e-01 -9.857795516101456323e-01 5.616497588391047735e+00 4.039677574234846504e-03 3.655624572598718987e-03 1.644254544833963605e+00 1.981225873315693026e-02 1.482774867315053702e-01 2.634774082411741464e-02 1.482774867315053702e-01 -7.560424804687500000e-01 -3.390304557945143848e+00 1.353159261583332729e+01 7.840316584462807097e-05
1.185976359483277953e+00 1.219887987056309381e-01 2.060287278880547746e+01 1.516221386967403495e+00 -8.109832213025019998e-01 2.540187842979482746e-02 5.696948709226495211e+00 5.625431689756962665e-03 2.734027582385444022e-02 4.537412264431667452e+00 1.935880208839365138e-02 1.405613434132567952e-01 2.731701334702711995e-02 1.405613434132567952e-01 -9.348602294921875000e-01 -3.368465085974159390e+00 1.353159261583332729e+01 6.701295977475876136e-05
1.187364949123590474e+00 7.207791813178262424e-03 2.649149857623746485e+01 2.244476061942131118e+00 -8.095533565522742281e-01 -1.132135129069718471e-01 5.926370101743017038e+00 1.701279146234299308e-02 4.676844044628186009e-03 2.329510935274242911e+00 1.694637317483609421e-02 1.350362419793832980e-01 2.743191522913887223e-02 1.350362419793832980e-01 -3.668502807617187500e+00 -3.255019956122078284e+00 1.353159261583332729e+01 4.877772115374118231e-06
1.186310300202610524e+00 1.732143537746403117e-01 1.583094368965337395e+01 8.149770651387391318e-01 -8.249483730361117928e-01 2.922652402129515270e-01 5.650751632222171139e+00 9.510946760722123472e-03 2.181237619223431665e-02 1.160186292200481029e-02 2.000139631966394230e-02 1.479770735396547521e-01 2.617418280182643581e-02 1.479770735396547521e-01 -7.079467773437500000e-01 -3.376093302693647935e+00 1.353159261583332729e+01 8.344362595533280809e-05
