# mc delta_mc R14 alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.185575273684146724e+00 5.326842111198185244e-03 1.164377102582065682e+01 2.459405915152103272e+00 1.226988625145111644e+00 6.146279028042762604e+00 7.988903984270390168e-02 7.771771230212651260e-02 1.036671173639150290e+00 1.210492803778167800e-02 2.406584842541882874e-01 1.000000000000000056e-01 2.406584842541882874e-01 -3.256066815625018762e+00 -6.527306329162342102e+00 1.921546957968777036e+01 2.574933801727544657e-04
1.185521551406149010e+00 5.726810322512440946e-03 1.164024307771827971e+01 2.414895536567562395e+00 -2.477012845714125167e+00 6.072934194503137206e+00 8.635282087662535244e-02 8.415586565542838848e-02 6.241073477946513570e+00 1.188086248317100566e-02 2.407091097121175638e-01 4.763816057322900287e-05 2.407091097121175638e-01 -2.905407716796872819e+00 -6.568097881588862208e+00 1.921546957968777036e+01 3.510264434554260225e-04
1.185529909864330600e+00 1.125069812270511295e-03 1.169170209221386614e+01 2.481975747731848259e+00 -4.207493280169751770e+00 6.013611469508297169e+00 8.121851055814632847e-02 7.831668508259821693e-02 5.427277385956490008e+00 1.232152873366418669e-02 2.398324022429339508e-01 8.845855880302037044e-07 2.398324022429339508e-01 -3.463842464453136927e+00 -6.601246712003882244e+00 1.921546957968777036e+01 1.942756409028971790e-04
1.185605378124183096e+00 4.201734392581632505e-03 1.165543686393941947e+01 2.468280045436162418e+00 -6.908684601803261049e-01 6.255546172498045010e+00 7.141055462202192117e-02 8.611158388242408368e-02 5.824521495645255342e+00 1.217104299725423056e-02 2.404650421780252789e-01 2.888785588496746611e-03 2.404650421780252789e-01 -3.807303737890663342e+00 -6.466982327276739717e+00 1.921546957968777036e+01 1.576032960655071276e-04
1.185508286889061624e+00 8.366208771711895753e-03 1.160810084302861611e+01 2.477841443576536129e+00 -2.023344519581188106e+00 6.275906129405025347e+00 8.335183725280048694e-02 7.211980260249435670e-02 5.100577820548934938e+00 1.212937762321765998e-02 2.412541162058864375e-01 1.345288246308282457e-04 2.412541162058864375e-01 -3.578935369140623379e+00 -6.455816243972027024e+00 1.921546957968777036e+01 2.002598039658652575e-04
1.185532357568030992e+00 7.275416780035507368e-03 1.161161183646186856e+01 2.242199851854157711e+00 -4.607519966776418840e+00 5.990707943535591440e+00 8.546142393173095098e-02 7.604830519378941167e-02 6.550146089595406451e+00 1.097131364061714257e-02 2.412022588163047487e-01 3.417351088183778000e-07 2.412022588163047487e-01 -6.602390981640638756e+00 -6.614006642536636171e+00 1.921546957968777036e+01 8.314238544436686150e-06
1.185564052501504317e+00 2.616782654284443253e-03 1.166093126367358757e+01 2.476404014346329507e+00 -1.919365864598429339e-01 6.462573311769261863e+00 7.353438520708407977e-02 8.503908617658184621e-02 1.129743010621249155e+00 1.221720313510886793e-02 2.403664327611280127e-01 8.809712550555565472e-03 2.403664327611280127e-01 -3.396286157031255470e+00 -6.354068359061735727e+00 1.921546957968777036e+01 2.661373796743453520e-04
1.185567451611704293e+00 8.492000702425908654e-04 1.167516028867174427e+01 2.490802446249341884e+00 -4.233678074935098401e+00 6.424475368100930339e+00 8.421119939208501770e-02 7.858300619563951539e-02 5.518265026665668316e+00 1.232110010102992204e-02 2.401234893532641634e-01 7.870824172927009274e-07 2.401234893532641634e-01 -3.554365978906275814e+00 -6.374731797545325485e+00 1.921546957968777036e+01 2.225761699868993308e-04
1.185509654832937132e+00 2.043685787758086573e-03 1.168126035621403602e+01 2.480075315199378405e+00 -1.521652637544700593e+00 6.236251174518631757e+00 8.450468717713435773e-02 8.422632326699423799e-02 3.348243047388102411e+00 1.228807278841548972e-02 2.400075845917348794e-01 4.293032246479173671e-04 2.400075845917348794e-01 -2.216711498437490491e+00 -6.477694656411616236e+00 1.921546957968777036e+01 7.650651561553963335e-04
1.185510002748349390e+00 6.603678660345330478e-03 1.162910728573780972e+01 2.477377236161673490e+00 -2.182620841013300783e+00 6.214299737613373509e+00 6.504241515022621267e-02 9.378989157718937986e-02 5.806334161850199571e+00 1.216604870753912673e-02 2.408970122645507361e-01 9.353156102543706764e-05 2.408970122645507361e-01 -2.565391458203123420e+00 -6.489742043372023872e+00 1.921546957968777036e+01 5.333797542114648241e-04
