# mc delta_mc R14 alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186632503411624739e+00 3.246852088768149014e-01 1.190394034963695269e+01 4.142591681570198525e-02 5.437398198707240837e+00 5.728533882423870516e+00 2.729043466471123627e-02 2.730922890427117666e-02 3.175631427377668459e+00 2.426494297443396175e-02 2.039279513967585666e-01 1.000000000000000056e-01 2.039279513967585666e-01 -2.428344726562500000e+00 -6.627750456844343496e+00 1.798789580108916297e+01 2.502670642070681912e-04
1.186401736234322435e+00 3.135964701666488774e-01 1.180324261368802041e+01 7.441175027496341188e-02 5.136023578718821980e+00 6.064603484147196966e+00 2.873244553588318040e-02 7.759948212100572151e-04 2.999259355593355991e+00 2.592767379206410705e-02 2.084496817054476425e-01 1.000000000000000056e-01 2.084496817054476425e-01 -6.169204711914062500e+00 -6.447812371302631185e+00 1.798789580108916297e+01 7.110742755687710007e-06
1.186240579681813845e+00 3.264788991934270967e-01 1.190106101829526786e+01 4.503716129149834546e-02 -2.723791699316588932e+00 5.551136684254847964e+00 3.722169390704940101e-02 4.702704117799249434e-02 6.193497189213536203e+00 2.887638330502828587e-02 2.035725036740430594e-01 2.352015362678962936e-05 2.035725036740430594e-01 -5.559249877929687500e+00 -6.728411137620479820e+00 1.798789580108916297e+01 9.884449576457691734e-06
1.186577671953978674e+00 3.338271788791740691e-01 1.197810405958676050e+01 3.032571473651078653e-02 -2.866493225053992511e+00 5.938424880453819554e+00 1.668535227901048190e-02 5.239537374277208892e-03 3.926927291893349548e-01 2.838980940560845503e-02 2.002632677583007226e-01 1.707728321262276281e-05 2.002632677583007226e-01 -1.519317626953125000e+00 -6.500756927916502725e+00 1.798789580108916297e+01 7.052478018557769733e-04
1.185723813404435001e+00 3.316349506419745130e-01 1.195782632249123623e+01 3.129211766525512306e-02 5.452225363170327910e+00 6.105264361673817142e+00 1.587044176071343571e-02 4.336951591582851456e-02 4.704502900850111580e+00 2.594886167722633072e-02 2.009861192853295009e-01 1.000000000000000056e-01 2.009861192853295009e-01 -1.504150390625000000e+00 -6.410161012248518198e+00 1.798789580108916297e+01 7.839242415799490497e-04
1.186187872743008409e+00 3.253173050065870653e-01 1.190023153902093433e+01 4.065640493964675639e-02 1.192928707833584845e+00 5.566036287337485788e+00 2.873947959887653003e-02 3.571922330578321952e-02 4.063510216504760741e+00 2.454709819159245701e-02 2.037928648572276957e-01 1.000000000000000056e-01 2.037928648572276957e-01 -3.636169433593750000e+00 -6.720865228141100545e+00 1.798789580108916297e+01 6.814168402932119207e-05
1.186096920492458295e+00 3.265429579029708873e-01 1.191184177555289025e+01 3.890258855643736330e-02 -3.617463380535877793e+00 5.977773974877656826e+00 2.736301511832768887e-02 3.655149740087286492e-02 5.108057849252096716e-01 2.494249576543154656e-02 2.032405610770559035e-01 3.171345727437965152e-06 2.032405610770559035e-01 -1.582580566406250000e+00 -6.485539492920118221e+00 1.798789580108916297e+01 6.721649210153894400e-04
1.186562750745676409e+00 3.276827239870582220e-01 1.192536618003145321e+01 4.073221643664796943e-02 -1.777168547648106389e-01 6.067102435128303384e+00 1.713079929811871932e-02 8.980231107990005804e-03 3.658756491890084561e+00 2.771624666949108404e-02 2.027987518803130440e-01 8.570158330436575267e-03 2.027987518803130440e-01 -2.684829711914062500e+00 -6.434201048948305690e+00 1.798789580108916297e+01 2.350017655406085612e-04
1.186242288623204910e+00 3.266936745584997914e-01 1.191845793345792615e+01 3.919236054737053332e-02 9.535626726118535679e-01 6.270319760150920629e+00 3.309688317241553379e-02 1.560406346427379914e-03 7.680201229866762347e+00 2.531249428883322605e-02 2.030778999806554519e-01 1.000000000000000056e-01 2.030778999806554519e-01 -3.643783569335937500e+00 -6.322910623066555935e+00 1.798789580108916297e+01 1.006782305894626318e-04
1.186065696604233555e+00 3.316741636816532002e-01 1.195428374794084370e+01 3.294633092557884557e-02 4.226686969570762287e+00 5.692689606656895940e+00 8.173939655053951911e-03 3.000445439665791643e-03 7.733012207954468309e-01 2.746406935104492297e-02 2.011627726473792510e-01 1.000000000000000056e-01 2.011627726473792510e-01 -1.217910766601562500e+00 -6.642546695596228901e+00 1.798789580108916297e+01 8.272991226679582378e-04
