# mc delta_mc R14 alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186461627343924130e+00 4.631668506372013661e-02 1.684785474976920838e+01 1.653880712127588082e-01 4.259958309176616331e-01 5.933785272827330814e+00 7.357876658332337602e-03 1.344723773222528292e-02 2.670739306954540204e+00 2.395241861650133225e-02 1.772026479304918967e-01 3.355823636802705845e-02 1.772026479304918967e-01 -1.989974975585937500e+00 -6.642672236521052653e+00 1.234728253479062765e+01 2.609925559112952456e-05
1.185711432233494955e+00 4.852745786560400121e-02 1.640445527950865312e+01 7.365376414728997956e-01 7.112082146634628899e+00 6.106549086103616020e+00 5.754711408397950034e-02 1.679844576174039858e-02 4.043633199762387775e+00 2.132209262899358373e-02 1.807971858494945572e-01 1.000000000000000056e-01 1.807971858494945572e-01 -3.981658935546875000e+00 -6.546444181514322835e+00 1.234728253479062765e+01 3.921408449276554456e-06
1.186250424475229659e+00 4.733761192189733097e-02 1.643828568463160877e+01 6.784644261413226296e-01 -1.678375661171603639e+00 5.899478711318294266e+00 2.923807987486107610e-02 4.567919599864846830e-02 5.239377032667406731e+00 2.090001473641460439e-02 1.806311292732510343e-01 2.707475159343693391e-04 1.806311292732510343e-01 -3.647735595703125000e+00 -6.662061351101955076e+00 1.234728253479062765e+01 4.878106136763648651e-06
1.186360488370328259e+00 4.661068456719578978e-02 1.664660362828190898e+01 4.003952600313783750e-01 5.704652681911068335e+00 5.994989350304960496e+00 7.418415873017447648e-03 4.628765451131845732e-02 6.375775407492376701e+00 2.506689134681233319e-02 1.788773774213379131e-01 1.000000000000000056e-01 1.788773774213379131e-01 -2.918899536132812500e+00 -6.608363159645957552e+00 1.234728253479062765e+01 1.066845556018550207e-05
1.186112586293628812e+00 4.661752024726061039e-02 1.660529487626553902e+01 4.994842566581383370e-01 1.323663218024019983e+00 5.838637249292919940e+00 2.861752531748480710e-02 5.030013947242928038e-03 2.075354547719018505e+00 2.672727116493990585e-02 1.792018041048913379e-01 1.000000000000000056e-01 1.792018041048913379e-01 -3.335845947265625000e+00 -6.696648808422270172e+00 1.234728253479062765e+01 6.436978473793035125e-06
1.186695034124498616e+00 4.815517705617562705e-02 1.616189052045358565e+01 1.541146072632027408e+00 9.652585711139513691e+00 5.255855941059971670e+00 5.614064988727857086e-02 4.655392363475173434e-02 4.797849082613413252e+00 2.223210683893656406e-02 1.831114262282758087e-01 1.000000000000000056e-01 1.831114262282758087e-01 -6.948348999023437500e+00 -7.032894387195367081e+00 1.234728253479062765e+01 1.240972952909481287e-07
1.186923689964370920e+00 4.657018948466042779e-02 1.670253677289529293e+01 2.839983423737334478e-01 7.351535653821008154e+00 5.686699375708781368e+00 3.480738036428344950e-02 3.675950114505170674e-02 5.507899147773445137e-01 2.216530926402335983e-02 1.784696268909735650e-01 1.000000000000000056e-01 1.784696268909735650e-01 -2.977157592773437500e+00 -6.782498108878352028e+00 1.234728253479062765e+01 8.456186494033359499e-06
1.186289760232189572e+00 4.807148985353047743e-02 1.628055492393624348e+01 1.069381422133163895e+00 6.135098468197460519e+00 6.322944766176619602e+00 5.004672498190323310e-02 9.245209054190300577e-03 1.165523404114134465e+00 2.105976118523040022e-02 1.819948840389432054e-01 1.000000000000000056e-01 1.819948840389432054e-01 -5.898361206054687500e+00 -6.426686763020034832e+00 1.234728253479062765e+01 6.501878456999310567e-07
1.185962294181357013e+00 4.840494404875132772e-02 1.658554453749146518e+01 3.819038117729771642e-01 5.372028389140135474e-01 5.697508082000875440e+00 2.110693649885981779e-02 4.749129034009126615e-02 2.751868709945237690e+00 2.044262326629351853e-02 1.792543574099638715e-01 4.568936510002461621e-02 1.792543574099638715e-01 -3.394348144531250000e+00 -6.776912852640830209e+00 1.234728253479062765e+01 5.602948670373340691e-06
1.185658394426892581e+00 4.533068465110710876e-02 1.643155271864857880e+01 8.726232671581425349e-01 7.963136862954908857e+00 5.443878815136700133e+00 5.654676719493444137e-02 2.875405080840531466e-02 5.817529659519787621e+00 2.434843616354020676e-02 1.807260080656333812e-01 1.000000000000000056e-01 1.807260080656333812e-01 -6.522796630859375000e+00 -6.923903473802011099e+00 1.234728253479062765e+01 2.117929568711258418e-07
1.186317498776786161e+00 4.848185961825181994e-02 1.694318718040296190e+01 7.959896106011379868e-02 -5.168337610158113549e-03 6.373769611436807203e+00 9.502536856884902239e-03 7.250773687172764291e-03 2.252407980358309914e+00 2.017536285679424543e-02 1.762700515216882313e-01 1.312090904792548827e-02 1.762700515216882313e-01 -4.385986328125000000e+00 -6.398862017185312112e+00 1.234728253479062765e+01 3.033465390709892672e-06
1.185704851292384898e+00 4.831849746524871647e-02 1.644798138738775606e+01 7.373533876659519315e-01 4.242554726017654154e+00 6.208245604854718991e+00 3.944218804911768517e-02 3.181641229097190160e-02 1.024823852154677084e-01 2.435098163416184180e-02 1.804251734923974504e-01 1.000000000000000056e-01 1.804251734923974504e-01 -4.462066650390625000e+00 -6.490164293156817976e+00 1.234728253479062765e+01 2.565935324465216426e-06
1.186175207315553370e+00 4.793305549330808407e-02 1.644462209135846820e+01 7.334918173750752945e-01 -4.829348798624514494e+00 5.979077378655433428e+00 1.998532385297835737e-02 3.021714610548861465e-03 9.838100192315604176e-01 2.360281717125477588e-02 1.805334329280219308e-01 1.941036269197765558e-07 1.805334329280219308e-01 -2.754119873046875000e+00 -6.617287942630238007e+00 1.234728253479062765e+01 1.246776095375191750e-05
1.186093050801598103e+00 4.786925424489393149e-02 1.625332009414767143e+01 1.378153232921657478e+00 -7.758933338886553344e-01 6.067402398798210861e+00 1.744636408872724323e-02 2.310967573892083043e-02 2.070427990742732760e+00 2.499060570566211115e-02 1.822261666813366765e-01 2.192180957627545574e-03 1.822261666813366765e-01 -4.394943237304687500e+00 -6.567984653633616610e+00 1.234728253479062765e+01 2.538633930407972761e-06
1.186242157546490317e+00 4.635817607464736562e-02 1.621661823650309131e+01 1.688253282918780629e+00 9.569124366242498514e-01 5.969560550030251100e+00 5.381566884827110320e-02 1.342873887536570436e-02 6.432066004193695008e-01 2.631021274194471002e-02 1.826563941025420856e-01 1.000000000000000056e-01 1.826563941025420856e-01 -5.223571777343750000e+00 -6.622749296081450687e+00 1.234728253479062765e+01 1.049415068359412900e-06
1.186350505794222965e+00 4.629916741847214801e-02 1.644933808422545951e+01 8.816205200590347957e-01 7.505739015306468254e+00 5.915390396498983350e+00 2.526236909329600960e-02 4.923598657764555880e-02 4.532866537764173032e+00 2.703757565822325140e-02 1.806026760733636105e-01 1.000000000000000056e-01 1.806026760733636105e-01 -4.366729736328125000e+00 -6.653124468565364324e+00 1.234728253479062765e+01 2.398155259021497467e-06
1.185539426859343548e+00 4.737091865330438079e-02 1.711823718270174055e+01 3.677558216662606821e-02 9.323966987448548238e+00 6.544379395632059726e+00 4.462854340903572165e-02 4.573812713353738596e-02 3.380344860214123059e+00 2.267473701365364802e-02 1.748101268403974839e-01 1.000000000000000056e-01 1.748101268403974839e-01 -4.070022583007812500e+00 -6.307237607221768627e+00 1.234728253479062765e+01 4.559868632215540968e-06
1.186619602224268544e+00 4.673654236329407435e-02 1.626204515117706606e+01 1.364144157030902305e+00 1.114165677345955352e+01 5.864031993642928597e+00 1.654477417071195666e-02 6.704353703498663886e-02 3.767274366908877958e+00 2.432471554725417970e-02 1.822739333676018925e-01 1.000000000000000056e-01 1.822739333676018925e-01 -3.618103027343750000e+00 -6.681836007392623955e+00 1.234728253479062765e+01 4.926431882245451719e-06
1.186748680282915691e+00 4.857942123362848919e-02 1.625097667084881436e+01 1.410288325797384834e+00 -4.606523552075223016e+00 5.949297079845678127e+00 2.889933932961704852e-02 2.268986720696196738e-02 1.561057991062649641e+00 2.606495941537713759e-02 1.822888160202627006e-01 3.290676266764681847e-07 1.822888160202627006e-01 -5.500198364257812500e+00 -6.633449189865590512e+00 1.234728253479062765e+01 7.873412235439320513e-07
1.186712925580577505e+00 4.728959846518739074e-02 1.662792448908413689e+01 3.616620556767102812e-01 1.480430421604634006e+00 5.565850519231402949e+00 2.124805510693831764e-02 1.981913436392210986e-02 1.236693960037401396e+00 2.167970067645518667e-02 1.790425169629480395e-01 1.000000000000000056e-01 1.790425169629480395e-01 -3.410644531250000000e+00 -6.852076418906237087e+00 1.234728253479062765e+01 5.113238978830279652e-06
1.185943302959106216e+00 4.919637995497119776e-02 1.695861354712454627e+01 8.948587635094626402e-02 2.671384069111278681e+00 5.643800311360862132e+00 4.405910357200017169e-02 1.827546140188927512e-03 1.681466982568927016e+00 2.537646072600681021e-02 1.760564673214521925e-01 1.000000000000000056e-01 1.760564673214521925e-01 -3.202270507812500000e+00 -6.807619839302023301e+00 1.234728253479062765e+01 6.584139543610530514e-06
1.185975794988078702e+00 4.709265201221573410e-02 1.696451438574964499e+01 9.461130844427337316e-02 5.549637229401485961e+00 5.715197843142253653e+00 5.339023183652195220e-02 5.545422953124861526e-03 6.843323292882804054e+00 2.499585897771644527e-02 1.761332045467359775e-01 1.000000000000000056e-01 1.761332045467359775e-01 -1.215484619140625000e+00 -6.766938149387127233e+00 1.234728253479062765e+01 5.000541182587414294e-05
